id,student_number,year,time_1,time_2,people,age,intrusiveness
34,228c76e90b30b0adc226e1a6232df2b89eff0e4e,3,10:00:59,10:05:36,40,4,12
35,66cc2b1473d0c4c8f9cbddba97451c1218c31274,3,10:01:00,10:05:00,60,10,10
36,33db2228da327b9fde217430e4c02582d52122f9,3,10:00:34,10:02:12,45,16,17
37,eff67ba69a06b674749f4470b6328e3a0b022d54,3,10:01:00,10:03:00,75,12,8
38,8a8d2e1160b0a8579aed152e9763c3ed0abeeb8c,3,10:00:00,10:02:00,15,8,5
39,3cb1f69468c959541f83c6d15073163c0d23f644,3,10:00:00,10:02:00,18,12,1
40,82ec7a1a51636d4d42222331e250c6cb78e51de7,3,09:59:58,10:01:59,5,5,3
41,9693c966c54c5a09e1fa7e05b50f96916c73e0ef,3,10:00:00,10:02:00,30,11,2
42,841dfa9fab2974326a8c718626bcb80738f19d0a,3,10:00:00,10:02:00,50,16,3
43,b03a254677c80a983f4d6a2be7dad1f42a61167f,3,10:00:00,10:00:00,50,16,1
44,9d183f99c1dd20b5ea9bcc1c06a6eb5bb7f2f3de,3,10:00:00,10:02:00,40,10,14
45,6fdfe31256eab4d2e89c0b592d56b543b2694305,3,10:00:00,10:05:00,40,10,5
46,51da40e66cd06b68796a5bb170547e51fd083d99,3,10:00:00,10:03:00,30,11,10
47,6aae5ca0c6946c7b91816c20eb47758ac152eaa3,3,10:00:23,10:02:18,18,10,20
48,c84860e902dddb110097ae45c88fccd5a8dbe43e,3,10:00:00,10:03:00,60,16,11
49,b64c3e89d10f3195320690e1e6ee47955faed465,3,10:00:00,10:04:00,60,16,7
50,a0a3e6c4bbaa207bdb369642ca526430929174a5,3,09:59:59,10:03:05,5,3,4
51,a18ff89df2744c6a3951e1b04c7b6ac32db3723b,3,10:00:00,10:04:30,80,11,8
52,8ba74a72296a24133eea76e7ff7ee92dddc0a6c8,3,09:58:48,10:02:32,50,1,10
53,a2c0534e093a4dedc64b1f0e45f83f89c0108953,3,10:00:00,10:04:00,40,13,15
54,9ab8e4a357c5415cddc86a81998ce98da22ba868,3,10:00:00,10:03:00,40,10,1
55,0f58d5a5515f1a8a9d179aa58858b67b2f8a3388,3,09:58:00,10:02:00,40,5,7
56,f60b770b2b3910a49b3349d00be79d56911f0f26,5,09:34:03,09:37:40,30,11,5
57,8eb6df316fe10dfe250346ffecaeed414a483e9a,5,09:34:00,09:36:00,20,7,15
58,3c3a8482fc27025a7a5b384c4c17978713a354db,5,09:30:00,09:33:00,20,6,5
59,d98f63e021585d4ecb68223e9e26bc5a364f0f61,5,09:29:00,09:31:00,20,3,1
60,f269f41ad6e721bb046ac28ab87cefbeba8ab3d2,5,09:35:30,09:36:45,20,6,4
64,6b816fae1c3733d8b30011c68477941283697ee3,5,09:34:00,09:36:00,30,8,7
65,429fbd3acf9ae8588f436035ca921a3d36ae0ae5,5,09:29:00,09:42:00,20,9,1
66,f0bc1851c2b64232d60dc4c314cbe75aa6124e03,5,09:30:00,09:33:00,22,11,4
67,217ede9095be278c114d5496bdcf42750d1655a0,5,09:39:00,09:42:00,10,8,6
68,589c587c17c520cb7f727f442b762693a32fddec,5,09:34:00,09:36:00,40,14,15
69,d2fb2e677fa6aa4a36c6dbcfb33ef5cb0facf332,5,09:30:00,09:33:00,40,4,6
70,07d1833706f1dc12479c6e9738ea5e2b9f20fca0,5,09:36:19,09:40:00,30,5,1
71,4fe76e2353ece57a4ee7069506b525597f8ee5e7,5,09:36:30,09:39:30,30,10,1
72,8b11c6d53d770d9c7dd507cab22d5f691e26bcdc,5,09:40:00,09:44:00,10,10,6
73,a9ea7d2eacb9faa6ce3756b865a1671df519e9b8,5,09:34:03,09:37:40,34,6,4
74,bf8fc56a1b9cfc9192ad6430624a911cdacdb41b,5,09:38:00,09:40:00,30,3,1
75,5d3f2d1bdee96f06f05e0bd32800c22f189cdadc,5,09:36:00,09:38:00,30,6,5
76,6b99092afd7056af7e167ac33bf68841a9a11d0e,5,09:34:00,09:39:00,30,3,6
77,8e91128f8e24876b1bc2cc200d638634a922d50c,5,09:35:00,09:40:55,42,10,10
78,4ab61ac49e47d4d33ea5f4ebb1ac6c84cb5b6039,5,09:36:00,09:41:00,30,9,11
79,4e885216ce5fd7e0945236030d8b5c5fc3cccbe6,5,09:36:00,09:40:00,30,7,5
80,acac630af110626f8034fda62f21e7a22e9e8ff5,5,09:35:54,09:38:15,50,11,15
81,819e294eb9586f5112153c23c8682ef542060074,5,09:36:00,09:43:00,30,5,10
82,d29d0c0ce1013d57aee69748695906ae26eaddb7,5,09:30:00,09:33:00,50,4,14
84,1ff4a897d5fbb535f650f6d62a0d80bccc1f5f4b,5,09:34:00,09:36:00,30,11,12
85,44e2ba105b6063da000ad96bd21b8c74f253477c,5,09:36:00,09:39:00,30,11,1
86,94ce33518a716eafad0819312c8bb34b9771759b,5,09:37:42,09:39:50,10,3,6
87,67c10457de73e85f1655179a43997d57e98a0832,5,09:36:00,09:39:30,10,10,15
89,4fd36a8ed8261fc6858273d10ff5cf1947efefa9,5,09:34:51,09:36:29,15,7,1
90,7dd0352255cb900b11d90ee4e6dc95ae86bc0fd0,5,09:36:00,09:40:00,60,8,17
91,bf467126c677211c76b4085938753dd34ef943f1,5,09:35:00,09:40:00,30,4,5
92,6f8c374e3a112b03a7cf944b0d6df68165c9db2a,5,09:34:03,09:37:40,0,10,5
93,d6336310949bee3772f0d50b4d30c8ab45a26498,5,09:36:00,09:41:00,50,13,15
127,a345eeed710df734b6261ca281b153f513b42574,8,16:25:00,16:27:00,40,11,1
128,2dac88111dfa0ceabcf9cdb35926cafbedb565d8,8,16:20:00,16:21:00,35,1,19
129,0f39023d214eb580f7888550047649c205006f35,8,16:24:50,16:27:45,90,10,7
130,01b5f7c30d4e60086027000233659eec14672b75,8,16:25:00,16:26:00,30,7,3
131,3ca1712937de09fde4e2cd52012046fc2d89b2ef,8,16:26:55,16:29:40,40,7,6
132,132493f71b2338d162df194e06a539c687429589,8,16:26:00,16:28:27,40,8,3
133,52c891eed6cebf90f160c5cd5d48955109bc7f83,8,16:22:40,16:31:00,40,14,11
134,8b51f0321b77c4983ef8c52e930d982d05371667,8,16:25:00,16:30:00,50,11,10
135,f96a48ae6a836a731266b4a0583202a64cfd1b4c,8,16:25:00,16:30:00,0,6,13
136,f2d1b7a7e0b67f4e79035840998aa392266a999b,8,16:25:00,16:29:00,40,12,6
137,bfb9d7610b13b94c6107dee6b0c2c8e339ceb0a5,8,16:29:00,16:31:00,25,10,7
138,5f4a2df4f6d5d643562b29e3400f68302d2d8e9d,8,16:20:00,16:29:00,30,6,10
139,3113e9594300fe594c0dfb0ac408796e9ac5de03,8,16:26:31,16:28:19,30,5,9
140,a027edb1f2fb20e10d8ffa0a6da8759aebcd60e5,8,16:27:00,16:30:00,78,15,13
141,fe656848d9af436e1c7365b95e95e14dc302b6db,8,16:26:00,16:29:00,30,8,4
142,3cde891172dfd866aaabcf3b787774435d43fa93,8,16:26:07,16:28:21,30,13,11
143,8f60fb3da07219e5a594cfbcbcf7473b703ecf12,8,16:26:07,16:28:21,18,12,20
144,e3ac5d5ddab4ecf916eab2a27e297a1a0a9b86c0,8,16:25:00,16:30:00,4,10,10
145,c046693d9af7fed4f2bf25706c35cab6abd69fb2,8,16:25:00,16:29:00,80,10,7
146,c42dd7401d287ff84a266a0487b2a09818afee31,8,16:24:00,16:26:00,30,5,10
147,7f0859272a26991bc8aab2bc81d0e0842ee6633e,9,14:05:00,14:10:00,25,6,17
148,e7be41ae619bf90ac36d6b5afd00ae68922e3ac4,9,14:05:00,14:10:00,120,15,10
149,84bc82a19b53aac866cfee51a3c2c28de48cf116,9,13:57:20,14:00:02,60,10,20
150,e516dbf7ba684aa66a5e449bdf387a80d02d7bb4,9,13:57:00,14:00:02,50,7,15
151,361d4cba3d52f3ed16c122f938527faf255977a4,9,14:05:45,14:09:45,65,13,12
152,b04f25d847e70905353368e31ee1534a1ad77ccd,9,14:10:00,14:12:00,80,10,10
153,11fa4363ec9b14b586d5d21471a47fa12e92218d,9,14:10:00,14:12:00,40,8,20
154,f50e7d4e4d07c093b3bd6fcf6add812678ce3ce8,9,13:57:20,13:59:30,50,14,14
155,4c21efd175de0cbc672f73b01d9e3e007ef4824c,9,13:57:20,13:59:30,90,12,11
156,ad307ea4162ac7cd141298dd95b05cbdcc395336,9,13:58:20,14:00:30,40,10,5
158,c73379e7a55b2ed6cb0723d223b0aeb18ba18414,9,13:58:43,14:01:20,43,11,2
159,6ef894501c9215c6ae4e3d4bd4a658feda79b853,9,13:58:43,14:01:20,60,15,12
160,9acc9bf010c5d2ba8abeb14f1e956a4af583ff3e,9,13:59:43,14:02:20,30,3,6
161,965bb8e393ec2a6db27f7030ff85170eb2fc6825,9,13:56:25,13:58:25,60,10,16
162,0f58d5a5515f1a8a9d179aa58858b67b2f8a3388,9,13:57:14,14:00:25,90,10,15
199,c4b27f12f73f6300d75f7c5ced1a81e47468e8fa,11,20:47:30,20:51:00,30,4,1
200,05b56cb43eb8bd8ae83b04bf6faf69c367e4e576,11,20:47:30,20:51:00,110,16,10
201,cc7c7a425a611f0614ce8867df5432356308c47c,11,20:52:00,20:53:00,74,10,4
202,1b61b40ada3f4d533c10a087b42eb922a4044449,11,20:47:00,20:49:00,50,9,8
203,50749d91bdcbc6e3db339ab453651560d476ec86,11,20:45:45,20:50:25,70,11,11
204,3d4e218b42279d43eff29b9f14cc42084d9be3a3,11,20:45:45,20:50:25,40,10,11
205,12ac11b7c9f55a871ac337a8199d6db1ab660202,11,20:44:55,20:46:14,75,9,8
206,2c458829fb4835cec11b0b8069ea6030a62a6eb2,11,20:39:32,20:42:50,80,15,7
207,8a8f435cd46556d85334afdbb0970ea1bd08afe8,11,20:35:00,20:40:00,75,13,5
208,99410ca81a3d2065da173a5123c081918941d47c,11,20:42:22,20:43:40,30,4,5
163,6f9f96426b0f1b321bae5da03bf78c6b43e596fb,10,09:59:00,10:05:00,80,10,1
164,f0bc1851c2b64232d60dc4c314cbe75aa6124e03,10,10:01:30,10:03:40,43,10,3
165,f269f41ad6e721bb046ac28ab87cefbeba8ab3d2,10,10:01:30,10:03:40,30,6,3
166,bf467126c677211c76b4085938753dd34ef943f1,10,09:56:30,10:20:26,50,7,6
167,217ede9095be278c114d5496bdcf42750d1655a0,10,09:59:00,10:05:00,50,10,7
168,f60b770b2b3910a49b3349d00be79d56911f0f26,10,09:57:01,09:59:44,40,12,3
169,5d3f2d1bdee96f06f05e0bd32800c22f189cdadc,10,09:55:00,09:57:00,40,6,7
170,44e2ba105b6063da000ad96bd21b8c74f253477c,10,09:56:00,09:58:10,40,11,1
171,7dd0352255cb900b11d90ee4e6dc95ae86bc0fd0,10,09:55:00,09:59:00,35,6,10
172,3438db9af3b410eeb9f97aafbd7ca047d0fd2623,10,09:58:00,10:00:00,40,5,10
176,4fd36a8ed8261fc6858273d10ff5cf1947efefa9,10,09:56:18,09:59:26,40,10,1
177,1ff4a897d5fbb535f650f6d62a0d80bccc1f5f4b,10,10:09:08,10:12:30,50,10,15
178,67c10457de73e85f1655179a43997d57e98a0832,10,10:09:08,10:12:30,30,6,6
179,6b816fae1c3733d8b30011c68477941283697ee3,10,09:58:00,10:00:00,40,10,5
181,8c9fc522b15cccd6def7b3b2483486f7cb9f9ea5,10,09:59:12,10:01:12,40,8,4
182,589c587c17c520cb7f727f442b762693a32fddec,10,09:57:00,09:59:00,40,10,6
183,acac630af110626f8034fda62f21e7a22e9e8ff5,10,09:57:00,09:59:00,50,12,7
184,6f8c374e3a112b03a7cf944b0d6df68165c9db2a,10,09:59:00,10:01:00,40,10,10
185,d29d0c0ce1013d57aee69748695906ae26eaddb7,10,09:59:00,10:01:00,40,7,10
186,d98f63e021585d4ecb68223e9e26bc5a364f0f61,10,09:56:30,09:58:50,40,7,1
187,07d1833706f1dc12479c6e9738ea5e2b9f20fca0,10,09:56:00,09:59:00,60,14,1
188,0f58d5a5515f1a8a9d179aa58858b67b2f8a3388,10,10:01:00,10:02:00,30,10,1
189,4252e5f6d6d80a9364108ccabbce5649c05d6241,10,10:01:00,10:01:00,40,6,4
190,8b11c6d53d770d9c7dd507cab22d5f691e26bcdc,10,10:00:00,10:05:00,40,10,2
191,4ab61ac49e47d4d33ea5f4ebb1ac6c84cb5b6039,10,10:00:00,10:05:00,74,11,8
192,4e885216ce5fd7e0945236030d8b5c5fc3cccbe6,10,09:59:00,10:01:00,40,8,3
193,6b99092afd7056af7e167ac33bf68841a9a11d0e,10,09:59:12,10:01:30,40,7,4
194,a9ea7d2eacb9faa6ce3756b865a1671df519e9b8,10,10:01:00,10:03:00,50,10,5
195,13d241a69319351c096e8a6b7268c40d9f24c47a,10,09:57:00,09:59:00,20,3,8
196,d6336310949bee3772f0d50b4d30c8ab45a26498,10,09:57:00,09:59:00,50,13,10
197,4fe76e2353ece57a4ee7069506b525597f8ee5e7,10,09:56:22,09:59:37,30,10,1
294,a345eeed710df734b6261ca281b153f513b42574,10,17:04:00,17:05:00,40,14,1
209,688a4ca2ff15d0094e9839a64e6ebf43ed47879c,12,13:50:00,13:55:00,40,10,8
210,e7be41ae619bf90ac36d6b5afd00ae68922e3ac4,12,13:50:00,13:55:00,90,10,10
212,e516dbf7ba684aa66a5e449bdf387a80d02d7bb4,12,13:49:58,13:52:48,40,7,11
213,7fd2c7812315a084caf484f17d64a99fea519cb9,12,13:54:31,13:59:03,90,10,20
214,431a42656e346ff5ddd7c653ae8199854be96ea9,12,13:54:31,13:59:03,45,11,1
215,ad307ea4162ac7cd141298dd95b05cbdcc395336,12,14:01:00,14:02:00,78,10,9
216,11fa4363ec9b14b586d5d21471a47fa12e92218d,12,14:01:00,14:02:00,50,9,20
217,51eb467138c8309c15542ce202aa3fa463b062f6,12,13:50:00,13:54:00,40,11,9
218,f50e7d4e4d07c093b3bd6fcf6add812678ce3ce8,12,13:50:00,13:54:00,40,12,7
219,0f58d5a5515f1a8a9d179aa58858b67b2f8a3388,12,13:50:10,13:52:10,80,12,12
220,7f0859272a26991bc8aab2bc81d0e0842ee6633e,12,13:57:00,13:59:00,60,9,17
221,6ef894501c9215c6ae4e3d4bd4a658feda79b853,12,13:57:10,13:59:26,75,14,11
223,6be5d6c17a6e1f77675c628930b9af8475db24cb,12,13:54:00,13:55:36,50,11,1
224,0f58d5a5515f1a8a9d179aa58858b67b2f8a3388,12,13:50:59,13:56:15,40,6,11
225,ea8c2a2c984191ea5ed05fc6433932cb24e6427e,12,13:50:10,13:52:35,40,14,17
226,965bb8e393ec2a6db27f7030ff85170eb2fc6825,12,13:50:00,13:52:25,40,10,11
227,c73379e7a55b2ed6cb0723d223b0aeb18ba18414,12,13:51:15,13:53:30,45,13,2
228,6b99092afd7056af7e167ac33bf68841a9a11d0e,13,10:33:30,10:37:30,40,11,3
229,589c587c17c520cb7f727f442b762693a32fddec,13,10:33:00,10:37:00,80,10,10
230,32a15a3aebbb684957c8bfb2ff884f20ef2be6d6,13,10:33:00,10:37:00,40,5,15
231,4e885216ce5fd7e0945236030d8b5c5fc3cccbe6,13,10:33:27,10:37:09,70,10,5
232,acac630af110626f8034fda62f21e7a22e9e8ff5,13,10:33:51,10:34:52,50,11,6
233,1ff4a897d5fbb535f650f6d62a0d80bccc1f5f4b,13,13:50:30,13:50:30,53,8,14
234,3438db9af3b410eeb9f97aafbd7ca047d0fd2623,13,10:35:00,10:36:00,10,55,12
235,8eb6df316fe10dfe250346ffecaeed414a483e9a,13,10:35:00,10:36:00,40,10,13
236,13d241a69319351c096e8a6b7268c40d9f24c47a,13,10:35:00,10:36:00,60,5,14
237,4ab61ac49e47d4d33ea5f4ebb1ac6c84cb5b6039,13,10:34:00,10:39:00,70,12,6
238,6f8c374e3a112b03a7cf944b0d6df68165c9db2a,13,10:34:00,10:36:00,30,13,3
239,94fd7dfb3f130df5ccb89004fb6520e77403cb20,13,10:34:55,10:36:32,45,10,13
242,8c9fc522b15cccd6def7b3b2483486f7cb9f9ea5,13,10:34:00,10:38:00,50,9,11
243,6f9f96426b0f1b321bae5da03bf78c6b43e596fb,13,10:35:30,10:38:30,40,11,7
244,e6fce23629f0e37f364f1e516c725d4579a3ad4a,13,10:37:00,10:42:00,50,9,16
245,3c3a8482fc27025a7a5b384c4c17978713a354db,13,10:33:00,10:37:00,15,9,6
246,f60b770b2b3910a49b3349d00be79d56911f0f26,13,10:33:23,10:35:14,40,11,4
247,67c10457de73e85f1655179a43997d57e98a0832,13,10:34:10,10:36:45,60,12,5
248,bf8fc56a1b9cfc9192ad6430624a911cdacdb41b,13,10:34:10,10:36:15,50,12,1
249,dc6a1610898eac9eb29102204d934ab6901d422b,13,10:35:00,10:38:00,50,16,1
250,819e294eb9586f5112153c23c8682ef542060074,13,10:32:00,10:37:00,50,11,11
251,f8cb85483f7e79b3c3388ff63abf588bb755d22b,13,10:35:00,10:38:02,50,12,20
252,d6336310949bee3772f0d50b4d30c8ab45a26498,13,10:32:00,10:35:00,70,10,8
253,4d00847c3153168cb002ce411d9734fa62a6c322,13,10:35:00,14:40:00,40,13,5
254,f0bc1851c2b64232d60dc4c314cbe75aa6124e03,13,10:35:05,10:37:00,35,10,5
255,d98f63e021585d4ecb68223e9e26bc5a364f0f61,13,10:33:30,10:35:07,40,10,6
256,4fe76e2353ece57a4ee7069506b525597f8ee5e7,13,10:32:45,10:33:33,40,10,1
257,7dd0352255cb900b11d90ee4e6dc95ae86bc0fd0,13,10:34:00,10:36:00,40,7,8
258,bf467126c677211c76b4085938753dd34ef943f1,13,10:34:50,10:40:36,70,9,6
259,5d3f2d1bdee96f06f05e0bd32800c22f189cdadc,13,10:35:00,10:37:00,50,9,6
260,8e91128f8e24876b1bc2cc200d638634a922d50c,13,10:35:40,10:35:40,40,10,8
261,217ede9095be278c114d5496bdcf42750d1655a0,13,10:33:00,10:37:00,60,14,7
262,8b11c6d53d770d9c7dd507cab22d5f691e26bcdc,13,10:35:00,10:38:00,20,8,3
263,07d1833706f1dc12479c6e9738ea5e2b9f20fca0,13,10:32:00,10:34:00,40,11,3
264,a9ea7d2eacb9faa6ce3756b865a1671df519e9b8,13,10:32:00,10:34:00,50,10,6
265,429fbd3acf9ae8588f436035ca921a3d36ae0ae5,13,10:32:00,10:34:00,90,15,4
266,c7a0661b5b2117ea4c071ef84425569516a28074,13,10:32:00,10:34:00,50,7,8
267,0f58d5a5515f1a8a9d179aa58858b67b2f8a3388,13,10:32:00,10:33:00,60,15,12
268,b612a2555644425ba02b913d648bb06671797f4e,13,10:35:00,10:37:00,28,10,10
270,4fd36a8ed8261fc6858273d10ff5cf1947efefa9,13,10:33:07,10:36:05,40,13,5
271,fe656848d9af436e1c7365b95e95e14dc302b6db,14,17:05:00,17:15:00,45,7,5
272,00ad36b687fdcd2c99c49038826b07bc76c441ff,14,17:04:00,17:05:00,60,5,8
273,f96a48ae6a836a731266b4a0583202a64cfd1b4c,14,17:03:00,17:08:30,80,10,20
274,1864d661de2657d36be2ab843debf86d96baaf4a,14,17:04:00,17:05:00,75,13,5
275,ffd3e7f59dde44fb203ce16b5da63c22f2922f4e,14,17:04:25,17:05:55,40,10,3
276,f6a7ab4bdd12bbc9e43903082b04a656a12708f0,14,17:04:00,17:06:00,30,10,2
277,cc937f4892d262ca607d2858d9aa91138ea97970,14,17:03:00,17:06:00,40,11,10
278,270686a66abdde79d79e3c1863fea81f34bb7795,14,17:03:01,17:05:33,40,9,5
279,bb69e9a98b7650f01d40bd43789796c8730fc926,14,17:05:00,17:06:00,76,15,10
280,5f4a2df4f6d5d643562b29e3400f68302d2d8e9d,14,17:04:00,17:06:00,40,10,20
282,d04ba947ee92535e60d253fc33dc5ac5e5cbdf41,14,17:02:00,17:02:00,70,10,11
283,3ca1712937de09fde4e2cd52012046fc2d89b2ef,14,17:04:00,17:05:00,50,10,8
284,132493f71b2338d162df194e06a539c687429589,14,17:03:00,17:06:00,40,7,10
285,e3ac5d5ddab4ecf916eab2a27e297a1a0a9b86c0,14,17:05:00,17:06:00,30,10,1
286,f2d1b7a7e0b67f4e79035840998aa392266a999b,14,17:05:00,17:10:00,79,14,11
287,3113e9594300fe594c0dfb0ac408796e9ac5de03,14,17:05:45,17:07:35,60,12,4
288,bfb9d7610b13b94c6107dee6b0c2c8e339ceb0a5,14,17:03:00,17:06:00,70,13,2
289,3baf494fc96051c8070227a8747a8a92898717c9,14,17:05:00,17:05:00,40,10,1
290,01b5f7c30d4e60086027000233659eec14672b75,14,17:05:00,17:07:00,40,7,1
291,c046693d9af7fed4f2bf25706c35cab6abd69fb2,14,17:04:00,17:07:00,97,18,8
292,0f58d5a5515f1a8a9d179aa58858b67b2f8a3388,14,17:04:16,17:06:00,110,18,11
293,2dac88111dfa0ceabcf9cdb35926cafbedb565d8,14,17:05:00,17:07:00,20,4,20
296,8e854e87d149dad76a06dbd3c9fe5c35cb41161b,14,17:05:00,17:07:00,50,10,2
297,3855786bdf8946cd8d1aa875448ec5bcdce6e5d4,14,17:03:10,17:05:00,40,7,10
298,0f58d5a5515f1a8a9d179aa58858b67b2f8a3388,14,17:05:00,17:07:00,63,14,12
299,6c95c5b53566f7df941138181e1475d30fbd7b39,14,17:03:25,17:06:14,30,15,8
300,3cde891172dfd866aaabcf3b787774435d43fa93,14,17:05:35,17:06:52,50,12,10
301,c42dd7401d287ff84a266a0487b2a09818afee31,14,17:03:00,17:05:00,40,6,1
303,a027edb1f2fb20e10d8ffa0a6da8759aebcd60e5,14,17:04:00,17:06:00,15,16,6
304,7fd2c7812315a084caf484f17d64a99fea519cb9,15,20:47:00,20:48:00,76,10,12
305,cc7c7a425a611f0614ce8867df5432356308c47c,15,20:47:00,20:48:00,45,11,4
306,0f58d5a5515f1a8a9d179aa58858b67b2f8a3388,15,21:16:30,21:17:45,78,14,7
307,1b61b40ada3f4d533c10a087b42eb922a4044449,15,21:07:00,21:10:00,50,10,10
308,50749d91bdcbc6e3db339ab453651560d476ec86,15,21:16:00,21:17:00,40,6,16
309,c4b27f12f73f6300d75f7c5ced1a81e47468e8fa,15,20:47:00,20:48:00,20,5,1
310,3d4e218b42279d43eff29b9f14cc42084d9be3a3,15,20:45:21,20:50:10,53,11,9
311,99410ca81a3d2065da173a5123c081918941d47c,15,20:46:05,20:47:00,30,5,5
312,f2d1b7a7e0b67f4e79035840998aa392266a999b,16,17:13:00,17:15:00,80,12,9
313,132493f71b2338d162df194e06a539c687429589,16,17:13:00,17:15:00,50,9,6
314,c42dd7401d287ff84a266a0487b2a09818afee31,16,17:12:00,17:14:00,60,10,3
315,270686a66abdde79d79e3c1863fea81f34bb7795,16,17:15:00,17:18:35,60,7,3
316,a027edb1f2fb20e10d8ffa0a6da8759aebcd60e5,16,17:14:00,17:15:00,53,14,13
319,a345eeed710df734b6261ca281b153f513b42574,16,17:15:00,17:17:00,40,10,1
320,00ad36b687fdcd2c99c49038826b07bc76c441ff,16,17:14:00,17:16:00,70,10,10
322,3baf494fc96051c8070227a8747a8a92898717c9,16,17:15:34,17:16:10,30,11,7
324,2dac88111dfa0ceabcf9cdb35926cafbedb565d8,16,17:14:00,17:15:00,30,4,20
325,6c95c5b53566f7df941138181e1475d30fbd7b39,16,17:14:42,17:16:36,40,13,7
326,1864d661de2657d36be2ab843debf86d96baaf4a,16,17:15:00,17:18:00,105,15,20
327,bfb9d7610b13b94c6107dee6b0c2c8e339ceb0a5,16,17:14:00,17:19:00,55,13,6
328,c046693d9af7fed4f2bf25706c35cab6abd69fb2,16,17:14:00,17:17:00,92,16,2
329,0f39023d214eb580f7888550047649c205006f35,16,17:14:25,17:17:50,110,15,11
330,fe656848d9af436e1c7365b95e95e14dc302b6db,16,17:15:00,17:18:00,70,15,4
331,f96a48ae6a836a731266b4a0583202a64cfd1b4c,16,17:15:00,17:18:00,90,13,19
332,3113e9594300fe594c0dfb0ac408796e9ac5de03,16,17:15:47,17:19:24,50,9,6
333,3cde891172dfd866aaabcf3b787774435d43fa93,16,17:20:33,17:23:40,60,13,11
334,8e854e87d149dad76a06dbd3c9fe5c35cb41161b,16,17:15:00,15:16:00,40,11,1
335,3ca1712937de09fde4e2cd52012046fc2d89b2ef,16,17:15:00,17:17:00,40,8,9
338,01b5f7c30d4e60086027000233659eec14672b75,16,17:15:00,17:17:00,40,6,2
339,5f4a2df4f6d5d643562b29e3400f68302d2d8e9d,16,17:15:00,17:17:00,60,3,20
340,f6a7ab4bdd12bbc9e43903082b04a656a12708f0,16,17:15:00,17:20:00,60,11,5
341,0ccadc4385e2e0e1d25c581748bbd0bce81add15,16,17:14:00,17:16:00,40,9,7
343,3855786bdf8946cd8d1aa875448ec5bcdce6e5d4,16,17:13:10,17:15:10,35,9,1
344,6be5d6c17a6e1f77675c628930b9af8475db24cb,17,14:02:20,14:04:43,62,12,1
345,431a42656e346ff5ddd7c653ae8199854be96ea9,17,15:02:01,15:04:37,45,10,4
346,9acc9bf010c5d2ba8abeb14f1e956a4af583ff3e,17,14:02:00,14:04:43,30,5,5
347,e7be41ae619bf90ac36d6b5afd00ae68922e3ac4,17,13:57:00,14:03:00,106,16,16
348,7f0859272a26991bc8aab2bc81d0e0842ee6633e,17,13:57:00,13:59:31,104,17,10
349,688a4ca2ff15d0094e9839a64e6ebf43ed47879c,17,13:59:00,14:01:00,60,13,9
350,ad307ea4162ac7cd141298dd95b05cbdcc395336,17,13:59:00,14:01:00,90,14,10
351,6ef894501c9215c6ae4e3d4bd4a658feda79b853,17,13:57:10,13:59:31,70,12,14
352,f50e7d4e4d07c093b3bd6fcf6add812678ce3ce8,17,13:59:00,14:01:00,40,13,5
353,11fa4363ec9b14b586d5d21471a47fa12e92218d,17,14:07:00,14:09:00,50,8,20
354,361d4cba3d52f3ed16c122f938527faf255977a4,17,14:00:05,14:02:40,98,14,12
355,965bb8e393ec2a6db27f7030ff85170eb2fc6825,17,13:55:15,13:59:30,118,15,1
356,c73379e7a55b2ed6cb0723d223b0aeb18ba18414,17,14:15:31,14:20:35,75,16,3
388,8a8f435cd46556d85334afdbb0970ea1bd08afe8,19,20:28:00,20:31:00,92,16,5
389,2f04c6027b44c3a49a4690b06273f006297d0ddd,19,20:30:00,20:33:00,15,15,20
390,3d4e218b42279d43eff29b9f14cc42084d9be3a3,19,20:50:10,20:51:10,50,11,10
391,c4b27f12f73f6300d75f7c5ced1a81e47468e8fa,19,20:58:00,21:00:00,40,10,11
392,cc7c7a425a611f0614ce8867df5432356308c47c,19,21:01:00,21:02:00,68,15,10
393,b9f885edff1abcdc426ac85046685eb4a5f45875,19,20:59:50,21:00:40,48,14,5
394,50749d91bdcbc6e3db339ab453651560d476ec86,19,21:14:00,21:16:00,90,20,10
395,1b61b40ada3f4d533c10a087b42eb922a4044449,19,21:14:00,21:16:00,100,16,10
396,05b56cb43eb8bd8ae83b04bf6faf69c367e4e576,19,21:05:20,21:07:15,90,16,10
357,819e294eb9586f5112153c23c8682ef542060074,18,10:30:00,10:33:00,70,10,12
358,8e91128f8e24876b1bc2cc200d638634a922d50c,18,10:32:00,10:34:00,50,11,7
359,429fbd3acf9ae8588f436035ca921a3d36ae0ae5,18,10:29:00,10:30:00,80,13,1
360,4252e5f6d6d80a9364108ccabbce5649c05d6241,18,10:30:00,10:31:00,40,10,7
361,a9ea7d2eacb9faa6ce3756b865a1671df519e9b8,18,10:30:00,10:34:00,40,10,6
362,4fe76e2353ece57a4ee7069506b525597f8ee5e7,18,10:31:15,10:32:22,43,10,1
363,d29d0c0ce1013d57aee69748695906ae26eaddb7,18,10:30:00,10:33:00,50,9,10
364,217ede9095be278c114d5496bdcf42750d1655a0,18,10:30:00,10:33:00,70,11,8
365,f269f41ad6e721bb046ac28ab87cefbeba8ab3d2,18,10:30:55,10:33:05,30,11,5
